Empresa,Empresa Limpa,Categoria,Pergunta,Nota,Observações
Povo Alegre,Povo Alegre,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,3,"Começou a frequentar o Sebrae recentemente, disse que estava muito inserido em fazer a operação atual funcionar, agora com a abertura do novo restaurante e após a estrutura do time de gestão esta conseguindo participar mais e em breve vai para Sp visitar vários restaurantes junto com o chefe Rafael, conhecido e renomado assina cardapio de restaurantes conhecidos na cidade. "
Povo Alegre,Povo Alegre,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",1,Não comunica e preferi manter assim. 
Povo Alegre,Povo Alegre,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",4,"O material do cardápio digital é muito bacana e funciona bem, esta buscando embalagens para o delivery, ainda não vendi por ifood."
Povo Alegre,Povo Alegre,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",2,"As ações são muito recentes, faz 1 mes  mês que iniciou ainda não avaliou resultado. "
Povo Alegre,Povo Alegre,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,Recentemnete contratou um emrpesa para gerenciar as redes. 
Povo Alegre,Povo Alegre,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",4,"hoje tem uma produção sendo realizada, não tem uma produção do dia a dia principalmente de stories e acaba sendo a mesma produção feita para o feed realizada pela agencia.  "
Povo Alegre,Povo Alegre,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,5,Sugestão: um ponto de contato interno com a agencia para produções diárias principalmente para os stories. 
Povo Alegre,Povo Alegre,21,Tem um calendário editorial ou planejamento de conteúdo?,5,
Povo Alegre,Povo Alegre,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,4,"é muito recente a contratação da agencia, acredita que ainda não conseguiram chegar nessa parte. "
Povo Alegre,Povo Alegre,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",4,
Povo Alegre,Povo Alegre,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,4,O conteudo todo produzido pela agencia e com boa qualidade. 
Povo Alegre,Povo Alegre,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,4,"Iniciou patrocinado recentemente, ainda não analisou os resultados e se a estrategia alinhada com a agencia foi a mais adequada. "
Povo Alegre,Povo Alegre,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,1,ainda não 
Povo Alegre,Povo Alegre,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",4,"Tem linktree, que direciona para cardapio, whatsapp e avaliação no google. "
Povo Alegre,Povo Alegre,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",3,"Hoje os pedidos são feitos através do whatapp e o clinete precisa ir retirar, não tem sistema de delivery, esta organizando para implantar. "
Povo Alegre,Povo Alegre,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",1,Hoje não acompanha as métricas em breve vai fazer reunião com a empresa de social midia para analisar.  
Povo Alegre,Povo Alegre,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,Instagram e google meu negócio 
Povo Alegre,Povo Alegre,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,"Não utiliza, uma empresa terceira quem realiza os conteudos  "
Povo Alegre,Povo Alegre,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,1,
Povo Alegre,Povo Alegre,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",1,
Povo Alegre,Povo Alegre,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",1,
Povo Alegre,Povo Alegre,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,
Povo Alegre,Povo Alegre,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,
Povo Alegre,Povo Alegre,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),1,
Povo Alegre,Povo Alegre,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,2,Comunica através de lista de transmissao no whatsapp o prato do dia.  
Povo Alegre,Povo Alegre,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,3,"Através da implantação do sistema ""zero fila"" começou a fazer cadastro, ainda não utilizou essa base de dados.  "
Povo Alegre,Povo Alegre,40,Realiza ações estruturadas de fidelização ou recompra?,1,Esta planejando junto com o sistema iniciar o programa de cashback. 
Povo Alegre,Povo Alegre,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",2,
Povo Alegre,Povo Alegre,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,3,Hoje trabalha com combos no cardápio e na Páscoa desenvolveu um produto. 
Povo Alegre,Povo Alegre,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,"hoje não tem nenhuma ação especifico, e entendi que o preço é justo sem margem para poder fazer ações.  "
Povo Alegre,Povo Alegre,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,2,Não tem as funções descritas ainda.  
Povo Alegre,Povo Alegre,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,2,Nada estruturado
Povo Alegre,Povo Alegre,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,1,"hoje não, é uma grande potencial "
Povo Alegre,Povo Alegre,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4,"Não esta conseguindo fazer os alinhamentos com a equipe tática, hoje realiza reuniões mensais com a equipe de lideranças do restaurante. "
Povo Alegre,Povo Alegre,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,
Povo Alegre,Povo Alegre,49,Possui plano de carreira estruturado e transparente para os colaboradores?,2,
Povo Alegre,Povo Alegre,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",2,
Povo Alegre,Povo Alegre,51,Qual o número total de colaboradores?,0,22 a 25 depende se o quadro esta completo
Povo Alegre,Povo Alegre,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",4,"Tem alguns manuais desenvolcido principalmente os obrigatórios, mas entendi que precisa revisitar. "
Povo Alegre,Povo Alegre,53,Tem controle e ações para redução de perdas e desperdícios?,4,tem controle de desperdicios 
Povo Alegre,Povo Alegre,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",4,Revisou o layout recentemente pela consultoria e na reforma aplicou os layouts sugeridos.  
Povo Alegre,Povo Alegre,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",4,totvs
Povo Alegre,Povo Alegre,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",4,"Esta bem mais organziado, e com pouca frequencia tem compras emergencias, hoje quem faz as compras é o proprio empreendedor, esta em processo de entrevistas para contratar um comprador.  "
Povo Alegre,Povo Alegre,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,4,"As rotinas foram elaboradas pela consultoria, uma analise é realizada esporadicamente pela consultoria. "
Povo Alegre,Povo Alegre,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,3,não tem um cronograma formal 
Usina do Pastel -METRÔ,Usina do Pastel,1,A empresa possui controle de entrada e saída de caixa?,4,"Utiliza o sistema bem completo chamado Glow, te m uma pessoa que da suporte financeiro "
Usina do Pastel -METRÔ,Usina do Pastel,2,Qual o nível de utilização de sistema (ERP/planilhas) para gestão?,5,completo 
Usina do Pastel -METRÔ,Usina do Pastel,3,Tem DRE (Demonstrativo de Resultado do Exercício) mensal atualizado e utilizado?,5,Sim tem um DRE completo e já me disponibizou para análise. 
Usina do Pastel -METRÔ,Usina do Pastel,4,Possui CMV (Custo de Mercadoria Vendida) apurado mensalmente com precisão?,5,Possui um cmv muito bom de 28% tudo mensurado por sistema e também porque terceiriza a produção. 
Usina do Pastel -METRÔ,Usina do Pastel,5,Tem fichas técnicas completas e atualizadas dos produtos/pratos?,5,"Sim, constantemente atualiza o sistema, fica sempre atenta e atualiza o sistema para ter controle."
Usina do Pastel -METRÔ,Usina do Pastel,6,Tem controle de estoque com inventário periódico?,5,Com frequencia faz controle e verifica sistema x estoque. 
Usina do Pastel -METRÔ,Usina do Pastel,7,"Possui e acompanha indicadores financeiros definidos (lucro, margem de contribuição, ticket médio, ponto de equilíbrio)?",4,"Acompanha os indicadores tanto no sistema quanto na planilha de DRE, mas não parece claro se toma decisões a partir disso. "
Usina do Pastel -METRÔ,Usina do Pastel,8,"Trabalha com precificação estruturada (considerando custos, concorrência, valor)?",3,"sim, através de ficha tecnica considera os custose esta atenta aos concorrentes. "
Usina do Pastel -METRÔ,Usina do Pastel,9,Tem dívidas/empréstimos ativos? Estão controlados e planejados?,1,Tem controle sobre os empréstimos porém é o que esta impactando muito o seu financeiro no momento. Precisa ser verifiacdo se tem algo a ser feito. 
Usina do Pastel -METRÔ,Usina do Pastel,10,Qual sistema (ERP/planilhas) utiliza? (Nome específico),0,Glow
Usina do Pastel -METRÔ,Usina do Pastel,11,A empresa conhece com clareza seu público-alvo/persona?,3,"Analisa principalmente os dados do ifood e do instagram, mas não tem a persona detalhada.  "
Usina do Pastel -METRÔ,Usina do Pastel,12,Possui um posicionamento definido (proposta de valor) e diferenciais competitivos claros e comunicados?,3,"fica claro conforme detalha empreendedor, analisando as redes não parece que esses diferenciais estão claros. "
Usina do Pastel -METRÔ,Usina do Pastel,13,Conhece e analisa periodicamente seus principais concorrentes?,3,"Relatou alguns concorrentes como: luigi pasteis, casa do harry potter etc que esta sempre atenta ao que eles estão fazendo.  "
Usina do Pastel -METRÔ,Usina do Pastel,14,Participa de eventos ou ações de visibilidade local/setorial relevantes?,1,
Usina do Pastel -METRÔ,Usina do Pastel,15,"Trabalha o storytelling da marca (história, propósito, origem) na comunicação?",3,"A historia esta descrita no site, é pouco explorada nas redes. "
Usina do Pastel -METRÔ,Usina do Pastel,16,"Possui material institucional (cardápio, embalagens) bem apresentado e alinhado à marca?",4,"O materias tem toda identidade muito bem elaborada, as embalagens da venda no local são muito bonitas também. "
Usina do Pastel -METRÔ,Usina do Pastel,17,"Avalia o retorno das ações de marketing (comentários, avaliações online/offline)?",4,"Após curso ""donos de restaurante"" esta aplicando várias ações comerciais como: ações raspadinha, nomes etc. e acompanha o retorno delas. "
Usina do Pastel -METRÔ,Usina do Pastel,18,A empresa mantém perfis ativos e estratégicos nas redes sociais relevantes?,4,"o perfil é gerenciado por uma empresa terceirizada, tem estrategias bem interessantes, repeti um pouco as imagens. "
Usina do Pastel -METRÔ,Usina do Pastel,19,"Há produção frequente e diversificada de conteúdo de qualidade (stories, reels, fotos, vídeos)?",4,
Usina do Pastel -METRÔ,Usina do Pastel,20,Há um responsável (interno/externo) com expertise gerenciando as redes sociais?,4,
Usina do Pastel -METRÔ,Usina do Pastel,21,Tem um calendário editorial ou planejamento de conteúdo?,4,valida calendario editorial todo mês com profissional terceirizado que cuida das suas redes. 
Usina do Pastel -METRÔ,Usina do Pastel,22,Está atento e adapta conteúdos virais/tendências relevantes para a marca?,2,
Usina do Pastel -METRÔ,Usina do Pastel,23,"Interage com o público (comentários, directs) de forma rápida e personalizada?",4,
Usina do Pastel -METRÔ,Usina do Pastel,24,Utiliza ferramentas e tem habilidade para edição de imagem e vídeo de qualidade?,4,"A empreendedora não domina, mas 3 todo trabalho. "
Usina do Pastel -METRÔ,Usina do Pastel,25,Tem estratégia e investimento em impulsionamento/tráfego pago?,4,Através da agencia realiza patrocinado. 
Usina do Pastel -METRÔ,Usina do Pastel,26,Trabalha com influenciadores ou parceiros digitais de forma estratégica?,4,"Utiliza e através da Crysamorin conseguiu divulgar o seu novo produto a sequencia, o retorno foi imediato.  "
Usina do Pastel -METRÔ,Usina do Pastel,27,"Oferece links de fácil acesso (bio) para cardápio, contato e pedidos?",5,
Usina do Pastel -METRÔ,Usina do Pastel,28,"Possui canais de vendas digitais ativos e bem gerenciados (iFood, site, WhatsApp)?",4,"Foca principalmente no ifood, boa parte do seu faturamento vem deste canal. "
Usina do Pastel -METRÔ,Usina do Pastel,29,"Acompanha e utiliza métricas das redes sociais (alcance, engajamento, conversões) para otimizar?",4,Empreendedora mencionou que fica atenta aos insights do instagram principalmente
Usina do Pastel -METRÔ,Usina do Pastel,30,Quais perfis ativos a empresa possui? (Listar plataformas),0,Instagram e google 
Usina do Pastel -METRÔ,Usina do Pastel,31,Quais ferramentas de edição de imagem/vídeo utiliza? (Nomes),0,Hoje é feito por empresa terceirizada
Usina do Pastel -METRÔ,Usina do Pastel,32,A empresa já utiliza alguma ferramenta de Inteligência Artificial de forma integrada no dia a dia?,3,"Aprendeu a utilizar a ferramenta adapta, quase todos do grupo mister mind responderam isso, pois fizeram um curso juntos"
Usina do Pastel -METRÔ,Usina do Pastel,33,"Usa ferramentas como ChatGPT/Gemini para criar ideias, conteúdos ou resolver problemas?",3,principalmente chat gpt 
Usina do Pastel -METRÔ,Usina do Pastel,34,"Usa IA para gerar textos (descrições, posts, cardápios) com revisão humana?",3,
Usina do Pastel -METRÔ,Usina do Pastel,35,Utiliza IA para criação ou inspiração de imagens/elementos visuais?,1,
Usina do Pastel -METRÔ,Usina do Pastel,36,Utiliza assistentes virtuais ou chatbots para atendimento ao cliente?,1,
Usina do Pastel -METRÔ,Usina do Pastel,37,Quais ferramentas de IA utiliza no dia a dia? (Nomes),0,chat gpt e adapta 
Usina do Pastel -METRÔ,Usina do Pastel,38,Utiliza estratégias ativas e contínuas de prospecção ou vendas?,4,"uma ação offline, raspadinha na entrega do delivery e uma online nomes de pessoas que ganham cupom de desconto instagram.  "
Usina do Pastel -METRÔ,Usina do Pastel,39,Tem base de clientes organizada (preferencialmente CRM) e utilizada para relacionamento/vendas?,0,Verificar 
Usina do Pastel -METRÔ,Usina do Pastel,40,Realiza ações estruturadas de fidelização ou recompra?,3,A promoção da raspadinha incentiva a recompra na loja fisica. 
Usina do Pastel -METRÔ,Usina do Pastel,41,"Tem processos de atendimento e vendas padronizados, conhecidos e seguidos pela equipe?",4,Os processos estõ definidos principalmente para serem replicados nas franquias.
Usina do Pastel -METRÔ,Usina do Pastel,42,Trabalha com ações promocionais ou sazonalidades de venda de forma planejada e estratégica?,3,"tem ações pontuais, entendo que é aqui que podemos trabalhar, nas ações a partir do maepamento da persona. "
Usina do Pastel -METRÔ,Usina do Pastel,43,"Faz parcerias estratégicas com canais locais, marketplaces ou distribuidores?",1,
Usina do Pastel -METRÔ,Usina do Pastel,44,Há definição clara e formalizada de funções e responsabilidades para todos os cargos?,4,descritas e com definição de progresso
Usina do Pastel -METRÔ,Usina do Pastel,45,Possui treinamentos recorrentes para desenvolver a equipe (técnico/comportamental)?,4,"Sim, pois também tem para os franqueados, toda a organização é feita muito em função de ser replicado nas franquias. "
Usina do Pastel -METRÔ,Usina do Pastel,46,Os colaboradores possuem remuneração variável atrelada a metas/desempenho?,0,"Possui bonus por meta atingida e por controle de desperdicio, o controle é feito através de inventários semanais. "
Usina do Pastel -METRÔ,Usina do Pastel,47,Realiza reuniões periódicas eficazes com a equipe para alinhamento e comunicação?,4,Realiza reunioes principalmente mensais para analise dos resultados e metas e alinhamentos para o mês seguinte. 
Usina do Pastel -METRÔ,Usina do Pastel,48,Realiza pesquisa de clima organizacional e implementa planos de ação?,1,
Usina do Pastel -METRÔ,Usina do Pastel,49,Possui plano de carreira estruturado e transparente para os colaboradores?,5,Foi todo estruturado por uma consultoria de Rh. 
Usina do Pastel -METRÔ,Usina do Pastel,50,"Existe uma cultura organizacional clara (Missão, Visão, Valores), disseminada e vivenciada?",2,
Usina do Pastel -METRÔ,Usina do Pastel,51,Qual o número total de colaboradores?,0,9 pessoas preciso de mais 5
Usina do Pastel -METRÔ,Usina do Pastel,52,"Possui Manual de Boas Práticas (MBP), POPs exigidos pela VS, atualizados e em uso (com registros)?",5,A profissional Luciana Menegheti realiza visitas quizenais monitorando se todos os pops estao sendo executados e em dia.  
Usina do Pastel -METRÔ,Usina do Pastel,53,Tem controle e ações para redução de perdas e desperdícios?,5,Realzia controle semanal e bonifica o time por isso. 
Usina do Pastel -METRÔ,Usina do Pastel,54,"O layout da cozinha/produção permite fluxo adequado (""marcha avante""), evita contaminação cruzada e otimiza processos?",4,
Usina do Pastel -METRÔ,Usina do Pastel,55,"Utiliza sistema para gestão de pedidos, produção (KDS), atendimento e estoque?",3,
Usina do Pastel -METRÔ,Usina do Pastel,56,"Ocorrem compras emergenciais? Se sim, com qual frequência?",5,"pelo rigoroso controle de estoque, raramente acontece"
Usina do Pastel -METRÔ,Usina do Pastel,57,Possui rotinas definidas e registradas (planilhas) de limpeza e segurança alimentar?,5,Empresa terceira implantou todos os processos e verifica a cada 15 dias. 
Usina do Pastel -METRÔ,Usina do Pastel,58,Possui plano e registros de manutenção preventiva e corretiva dos equipamentos?,3,
